20,15,25,60,0,15,30,55,0,10,40,50,0,1534
11,00,45,55,0,55,10,35,0,30,35,35,0,1615
16,30,15,55,0,55,00,45,1,35,45,20,0,1388
17,25,30,45,1,55,20,25,1,45,25,30,1,1049
15,20,65,15,1,55,30,15,1,40,45,15,1,1236
14,50,15,35,0,30,60,10,1,20,45,35,0,1469
17,35,50,15,0,10,90,00,1,15,40,45,1,1360
14,50,15,35,1,00,80,20,1,00,100,00,0,1044
17,20,80,00,1,05,95,00,1,35,45,20,1,1136
16,20,65,15,0,45,45,10,1,60,00,40,0,1407
15,75,25,00,1,70,10,20,0,15,15,70,0,1632
15,20,80,00,0,70,25,05,1,05,50,45,0,1081
15,10,20,70,0,30,45,25,0,10,75,15,1,1138
17,35,55,10,1,10,75,15,0,05,80,15,0,1141
14,25,05,70,0,65,30,05,1,35,45,20,0,1061
18,70,10,20,1,25,60,15,1,35,50,15,1,1131
17,20,30,50,1,25,65,10,0,05,80,15,0,1284
16,05,75,20,0,10,85,05,0,05,10,85,1,1271
17,00,85,15,0,20,05,75,1,10,90,00,1,1016
16,65,10,25,1,45,30,25,1,30,45,25,0,1082
14,70,05,25,0,65,05,30,1,50,35,15,0,1066
15,00,65,35,1,15,75,10,1,05,55,40,1,1239
17,55,35,10,1,45,25,30,0,20,20,60,0,1258
17,55,20,25,0,70,15,15,1,00,95,05,1,1336
16,05,75,20,0,20,75,05,0,20,70,10,1,1269
16,05,65,30,1,20,20,60,1,15,85,00,1,1162
14,50,40,10,1,60,10,30,1,20,65,15,0,1059
17,10,75,15,0,35,30,35,1,30,55,15,1,1088
11,05,70,25,0,20,75,05,0,85,15,00,0,1437
16,25,65,10,1,70,05,25,0,25,25,50,0,1723
14,10,60,30,1,20,35,45,1,50,05,45,0,1268
17,35,05,60,0,40,35,25,0,10,85,05,1,1425
15,25,55,20,0,55,45,00,0,45,35,20,0,1453
12,05,70,25,0,60,05,35,0,40,60,00,1,1015
13,00,45,55,0,05,70,25,1,25,05,70,0,1186
16,10,80,10,0,60,25,15,0,50,15,35,0,2210
10,30,35,35,0,45,15,40,0,30,35,35,0,1103
14,30,60,10,0,50,20,30,0,05,80,15,1,1963
17,75,10,15,1,50,10,40,0,10,55,35,0,1602
16,15,45,40,1,05,85,10,0,45,25,30,0,1462
15,20,60,20,0,60,20,20,0,45,50,05,0,1079
14,50,40,10,1,25,10,65,1,10,35,55,0,1056
17,65,05,30,0,25,65,10,0,45,10,45,0,1064
16,50,10,40,1,35,60,05,0,00,90,10,1,1198
21,45,00,55,0,05,65,30,0,30,40,30,1,1415
15,05,90,05,1,00,80,20,1,05,30,65,0,1762
14,25,20,55,1,30,40,30,0,30,25,45,0,1770
17,20,30,50,0,65,05,30,0,40,20,40,0,1353
16,10,85,05,1,25,10,65,0,30,25,45,1,1548
14,30,50,20,1,50,25,25,1,10,75,15,0,1188
13,20,25,55,1,05,75,20,1,45,10,45,1,1016
16,55,30,15,1,05,55,40,1,60,20,20,1,1566
13,00,50,50,0,00,45,55,0,00,85,15,1,1168
17,15,35,50,0,15,75,10,1,35,10,55,0,1227
17,05,45,50,0,10,05,85,0,10,55,35,0,1034
14,60,05,35,1,10,70,20,0,00,45,55,1,1109
15,35,35,30,0,05,80,15,0,20,65,15,1,1122
14,05,75,20,1,10,75,15,1,25,60,15,1,1132
14,35,30,35,0,10,55,35,1,35,40,25,0,1264
17,10,35,55,0,10,80,10,1,10,70,20,0,1095
11,20,40,40,0,35,25,40,1,30,20,50,0,1033
16,70,05,25,1,50,05,45,0,05,75,20,0,1096
15,40,40,20,1,35,50,15,0,60,30,10,1,1162
14,45,30,25,1,40,25,35,0,25,75,00,0,1173
12,35,40,25,0,40,45,15,0,30,50,20,0,1656
15,80,10,10,0,00,60,40,1,25,40,35,1,1168
16,05,75,20,1,05,10,85,1,10,90,00,1,1809
16,10,50,40,0,05,90,05,0,35,40,25,0,1379
15,05,75,20,1,05,60,35,1,40,45,15,0,1061
18,20,70,10,0,40,05,55,1,15,60,25,0,1043
16,05,85,10,0,55,25,20,1,50,30,20,0,1359
15,05,70,25,1,20,55,25,1,20,50,30,1,2000
13,30,15,55,1,30,05,65,0,20,55,25,0,1224
16,05,70,25,1,35,05,60,0,50,10,40,1,1147
14,25,45,30,1,00,65,35,0,35,50,15,1,1338
17,70,00,30,0,15,60,25,1,35,20,45,0,1136
15,05,75,20,1,85,05,10,0,30,60,10,0,1198
14,20,45,35,0,40,35,25,1,05,70,25,1,1231
17,25,60,15,1,00,65,35,1,25,55,20,1,1173
14,50,50,00,0,15,30,55,0,40,05,55,0,1892
10,00,70,30,0,00,80,20,0,25,75,00,1,1487
13,50,45,05,1,05,90,05,0,15,75,10,1,1558
16,20,20,60,0,35,25,40,0,10,50,40,0,1296
19,15,80,05,1,40,10,50,1,20,35,45,1,1005
13,50,10,40,1,30,50,20,1,50,15,35,1,1562
16,10,90,00,0,25,10,65,0,60,05,35,0,1210
10,25,30,45,1,00,80,20,1,40,40,20,0,1347
20,45,45,10,1,15,55,30,0,05,95,00,1,1041
14,45,25,30,0,05,60,35,0,55,40,05,1,1037
13,10,85,05,1,30,25,45,0,30,50,20,0,1455
16,40,45,15,1,45,30,25,1,45,55,00,1,1064
12,80,15,05,1,20,45,35,1,70,30,00,1,1182
15,45,25,30,0,55,45,00,1,00,75,25,0,1056
11,45,40,15,0,50,35,15,0,75,10,15,0,1015
15,00,85,15,0,10,90,00,0,05,40,55,1,1314
13,20,10,70,0,20,50,30,0,05,70,25,0,1104
16,00,70,30,1,15,30,55,0,25,55,20,0,1343
16,40,25,35,1,00,60,40,1,65,20,15,1,1732
14,00,65,35,0,20,35,45,0,65,05,30,0,1214
17,50,25,25,0,00,80,20,0,00,90,10,0,1472
15,50,05,45,1,00,100,00,1,05,70,25,0,1238
14,25,15,60,0,25,55,20,0,05,60,35,1,1497
17,10,45,45,0,25,60,15,0,30,60,10,1,1277
16,05,95,00,1,15,70,15,1,50,50,00,1,1376
16,45,35,20,1,35,65,00,0,25,25,50,1,1532
15,05,45,50,1,25,55,20,0,35,55,10,0,1214
13,50,40,10,1,20,55,25,1,40,15,45,1,1141
17,30,60,10,0,25,50,25,0,45,20,35,0,1067
15,05,55,40,0,05,15,80,0,55,40,05,0,1175
14,40,15,45,1,15,50,35,0,05,75,20,0,1096
11,05,30,65,0,25,20,55,1,65,15,20,1,1450
15,10,80,10,0,10,75,15,1,45,00,55,0,1112
13,05,80,15,0,10,85,05,1,10,70,20,1,1616
16,00,90,10,1,50,15,35,0,40,30,30,1,1540
12,45,45,10,1,80,05,15,0,35,30,35,0,1328
15,00,95,05,0,15,30,55,1,65,05,30,1,1512
10,40,60,00,1,55,40,05,0,25,75,00,1,1073
16,20,80,00,0,30,65,05,0,30,70,00,1,1535
15,05,60,35,0,35,45,20,1,15,35,50,1,1503
10,40,20,40,0,55,20,25,1,50,45,05,0,1435
16,15,75,10,0,10,85,05,0,05,80,15,0,1613
10,30,30,40,1,35,65,00,0,00,85,15,1,1329
14,50,10,40,0,10,75,15,1,00,75,25,0,1020
17,40,55,05,1,45,15,40,0,35,35,30,0,1140
14,20,35,45,0,15,70,15,1,00,65,35,1,1001
14,30,25,45,1,10,05,85,0,00,85,15,1,1471
17,55,30,15,1,25,65,10,1,10,75,15,1,1581
15,05,65,30,0,00,60,40,1,05,70,25,0,1351
14,10,85,05,1,20,70,10,1,15,15,70,1,1879
17,10,65,25,0,10,55,35,1,00,90,10,0,1082
17,10,45,45,0,10,40,50,0,40,40,20,0,1410
17,20,65,15,0,10,35,55,1,15,65,20,0,1010
14,50,10,40,1,70,20,10,1,05,80,15,1,1679
09,05,80,15,0,40,10,50,0,15,55,30,0,1009
11,20,55,25,0,35,10,55,0,15,80,05,0,1134
16,90,05,05,1,40,30,30,0,05,25,70,0,1040
11,20,70,10,0,45,50,05,0,05,35,60,1,1121
15,85,15,00,1,35,25,40,1,10,55,35,0,1094
14,50,15,35,1,10,65,25,1,20,55,25,1,1191
18,60,35,05,0,25,65,10,1,15,75,10,0,1144
16,55,40,05,1,40,60,00,1,45,05,50,1,1489
09,10,65,25,1,35,40,25,0,05,40,55,1,1123
15,50,15,35,0,45,45,10,0,30,50,20,1,1034
13,05,30,65,0,60,25,15,0,40,10,50,0,1062
16,70,20,10,0,30,35,35,0,25,45,30,1,1089
15,30,55,15,1,35,40,25,1,15,20,65,0,1156
15,30,65,05,0,00,100,00,1,45,15,40,0,1116
14,05,85,10,0,55,15,30,0,20,45,35,0,1477
14,65,30,05,1,20,35,45,0,90,05,05,1,1664
17,45,40,15,1,25,10,65,0,10,80,10,1,1081
17,45,25,30,1,15,40,45,0,10,10,80,0,1400
16,30,20,50,1,70,00,30,0,20,80,00,1,1413
10,35,10,55,0,45,00,55,0,00,90,10,1,1178
17,30,25,45,0,30,45,25,1,00,85,15,1,1190
16,00,05,95,0,45,25,30,1,15,45,40,0,1175
16,25,05,70,0,00,80,20,0,00,45,55,0,1349
17,45,50,05,0,15,10,75,1,60,20,20,1,1054
11,25,70,05,1,25,25,50,0,30,20,50,1,1281
15,00,75,25,0,70,30,00,0,70,30,00,1,1712
09,80,10,10,0,55,20,25,0,20,25,55,1,1017
16,30,70,00,0,35,15,50,1,20,45,35,1,1036
14,55,35,10,1,20,15,65,1,10,85,05,0,1383
11,55,15,30,0,35,65,00,1,15,85,00,0,1303
11,05,70,25,1,60,30,10,1,25,25,50,1,1131
16,25,30,45,1,10,85,05,1,60,30,10,1,1007
16,65,10,25,1,40,40,20,1,25,20,55,1,1072
16,20,05,75,0,30,65,05,1,20,40,40,1,1046
16,10,15,75,0,45,20,35,1,10,30,60,0,1265
16,00,75,25,1,30,65,05,0,50,40,10,0,1156
16,95,05,00,0,15,65,20,1,20,15,65,0,1195
16,05,70,25,1,20,70,10,0,10,50,40,0,1296
14,15,25,60,0,10,70,20,1,20,70,10,0,1158
15,05,55,40,1,40,50,10,1,60,05,35,1,1062
13,00,95,05,1,60,05,35,0,20,60,20,0,1338
16,80,10,10,1,20,55,25,0,25,65,10,1,1337
11,70,20,10,0,15,80,05,1,30,10,60,1,1033
16,30,45,25,0,05,40,55,1,45,05,50,1,1232
17,40,15,45,0,25,30,45,1,20,65,15,0,1017
20,05,75,20,1,20,45,35,1,10,35,55,0,1023
16,40,20,40,0,50,05,45,0,25,30,45,0,1177
17,65,25,10,1,00,85,15,1,45,30,25,0,1329
18,45,10,45,0,05,15,80,0,15,35,50,0,1024
14,20,70,10,0,20,65,15,0,10,65,25,1,1051
14,30,00,70,0,30,35,35,0,35,50,15,0,1168
14,10,80,10,1,45,40,15,0,00,75,25,0,1396
17,55,20,25,1,55,40,05,1,50,10,40,0,1286
17,35,20,45,1,05,85,10,0,15,25,60,1,1290
14,05,95,00,0,15,40,45,0,65,00,35,0,1029
14,05,75,20,0,15,40,45,1,15,85,00,0,1017
14,45,15,40,0,30,45,25,0,05,50,45,1,1023
02,00,80,20,0,30,60,10,0,10,40,50,1,1014
12,20,80,00,1,10,90,00,1,55,25,20,0,1431
16,20,55,25,1,10,05,85,1,15,30,55,0,1537
09,10,80,10,1,60,25,15,0,00,60,40,0,1033
08,25,70,05,1,30,25,45,1,10,85,05,0,1295
14,20,05,75,0,30,60,10,0,30,70,00,0,1708
17,70,15,15,1,00,70,30,0,35,45,20,1,1180
09,20,75,05,1,10,85,05,1,35,55,10,0,1202
14,70,05,25,1,05,85,10,0,75,05,20,0,1141
18,00,85,15,1,75,10,15,0,10,60,30,0,1029
08,50,30,20,1,05,85,10,1,25,50,25,1,1172
15,30,40,30,0,55,40,05,0,50,45,05,0,1398
18,30,45,25,1,30,70,00,0,30,65,05,0,1289
16,05,90,05,1,45,00,55,0,35,10,55,1,1334
08,00,60,40,0,15,80,05,0,60,25,15,1,1009
16,70,25,05,1,30,20,50,1,10,85,05,1,1013
16,15,80,05,0,45,05,50,0,05,55,40,0,1476
10,05,40,55,0,60,20,20,0,30,65,05,0,1111
15,40,20,40,0,15,40,45,0,00,95,05,1,1314
14,20,65,15,1,15,70,15,0,35,30,35,0,1150
17,10,55,35,0,45,25,30,0,45,45,10,1,1131
16,05,60,35,1,20,65,15,0,25,70,05,1,1272
15,30,50,20,0,05,85,10,1,05,55,40,0,1145
08,20,75,05,0,25,55,20,0,10,75,15,0,1285
11,05,70,25,0,20,80,00,1,25,25,50,0,1513
14,05,90,05,0,40,55,05,1,00,80,20,1,1208
17,05,50,45,0,00,65,35,0,45,50,05,1,1148
09,05,20,75,0,15,35,50,1,15,70,15,1,1154
14,30,60,10,1,15,80,05,0,25,65,10,0,1455
17,10,35,55,1,70,15,15,0,40,45,15,1,1307
14,10,50,40,0,55,15,30,1,20,50,30,0,1391
17,30,45,25,0,05,60,35,0,00,80,20,0,1350
99,10,35,55,1,25,65,10,0,60,25,15,1,1133
08,20,60,20,1,40,00,60,0,05,65,30,0,1502
12,20,75,05,0,20,55,25,1,30,20,50,0,1785
15,05,75,20,1,25,75,00,0,25,40,35,1,2003
99,10,40,50,0,55,45,00,0,05,50,45,1,1329
08,30,50,20,0,50,25,25,0,15,65,20,0,1333
11,15,60,25,0,10,40,50,0,10,65,25,1,1129
15,05,95,00,0,10,80,10,1,20,75,05,0,1234
18,10,00,90,0,05,50,45,0,45,55,00,1,1115
08,20,75,05,1,00,50,50,0,20,50,30,1,1692
11,50,35,15,1,20,05,75,1,20,55,25,0,1185
15,30,35,35,1,35,05,60,1,10,85,05,1,1299
21,15,70,15,0,10,40,50,1,05,80,15,1,1041
08,70,00,30,0,65,35,00,1,10,50,40,1,1458
15,75,00,25,1,30,40,30,0,75,20,05,1,1802
03,15,70,15,1,75,05,20,0,35,45,20,0,1098
10,05,40,55,0,35,10,55,0,50,40,10,0,1333
15,40,40,20,1,05,90,05,1,05,80,15,1,1338
18,15,55,30,0,50,00,50,0,20,15,65,1,1000
10,45,35,20,1,35,35,30,0,65,35,00,1,1654
13,30,60,10,0,40,20,40,1,25,20,55,0,1210
16,00,80,20,1,05,40,55,0,25,20,55,1,2258
08,15,70,15,0,00,25,75,1,05,30,65,0,1767
11,55,20,25,0,55,25,20,0,05,85,10,0,1596
14,05,75,20,1,55,05,40,1,45,00,55,0,1509
17,30,40,30,0,40,55,05,0,45,35,20,0,1580
03,70,05,25,0,05,20,75,0,05,55,40,0,1214
10,20,00,80,0,15,80,05,1,55,05,40,1,1389
13,50,10,40,1,40,25,35,1,15,25,60,1,1291
16,20,75,05,0,10,80,10,1,35,00,65,0,1829
20,25,10,65,1,35,60,05,1,85,00,15,1,1772
05,10,75,15,0,75,00,25,1,05,75,20,0,1107
10,60,10,30,0,25,45,30,0,15,45,40,1,1545
13,20,60,20,1,30,15,55,0,45,10,45,1,1245
16,65,15,20,0,30,50,20,0,15,10,75,1,2285
19,05,90,05,1,10,70,20,1,05,90,05,0,1568
02,50,35,15,1,45,55,00,1,05,75,20,1,1192
10,60,25,15,0,10,45,45,1,10,30,60,1,1624
13,05,65,30,0,65,30,05,0,25,40,35,1,1220
16,00,70,30,0,10,15,75,0,15,00,85,1,1970
19,35,35,30,1,20,80,00,0,00,25,75,0,1231
03,25,70,05,1,25,05,70,1,25,25,50,0,1204
10,35,25,40,0,25,10,65,0,40,45,15,1,1513
14,15,80,05,1,60,25,15,0,30,05,65,0,1545
17,80,10,10,1,05,60,35,1,50,30,20,1,1996
20,35,35,30,1,35,15,50,1,40,40,20,1,1165
11,25,65,10,0,80,15,05,0,00,85,15,1,1145
14,25,50,25,0,25,60,15,0,35,45,20,1,1631
17,10,25,65,1,05,45,50,0,00,75,25,1,1635
08,20,30,50,0,25,30,45,1,05,45,50,1,1411
15,40,05,55,0,20,00,80,0,30,50,20,0,1064
14,15,55,30,1,30,30,40,0,30,15,55,0,1293
17,10,25,65,0,00,15,85,0,30,65,05,1,1458
11,25,40,35,0,85,05,10,0,15,35,50,0,1190
16,45,50,05,0,70,15,15,1,45,35,20,1,1892
08,40,15,45,1,05,65,30,0,30,65,05,1,1282
11,30,20,50,1,40,20,40,0,05,85,10,1,1117
16,20,60,20,0,40,15,45,0,10,75,15,0,1676
09,25,60,15,0,40,10,50,1,40,40,20,0,1415
13,15,60,25,0,20,65,15,0,50,20,30,0,1028
16,60,40,00,1,55,20,25,1,15,15,70,0,1932
20,30,70,00,0,20,65,15,1,15,80,05,1,1286
09,60,00,40,0,10,30,60,1,10,35,55,0,1447
13,45,50,05,0,30,35,35,1,35,45,20,0,1062
16,90,10,00,0,35,35,30,0,60,00,40,0,2167
08,65,20,15,0,90,05,05,0,45,05,50,1,1332
11,45,25,30,0,15,80,05,1,30,50,20,0,1032
14,10,80,10,0,20,10,70,0,05,00,95,1,1820
17,20,50,30,1,25,10,65,0,00,55,45,0,1718
20,60,05,35,1,05,95,00,0,15,50,35,0,1130
10,50,50,00,1,20,70,10,1,50,45,05,0,1593
13,35,30,35,0,65,15,20,1,60,25,15,0,1260
16,40,50,10,0,00,75,25,1,05,65,30,1,1690
08,10,35,55,1,10,60,30,0,75,05,20,0,1243
11,20,75,05,1,65,25,10,0,65,20,15,1,1129
16,15,75,10,1,20,70,10,0,15,15,70,1,2086
19,25,50,25,0,30,50,20,1,00,70,30,0,1828
06,10,45,45,0,25,40,35,1,00,35,65,0,1129
10,20,40,40,0,05,95,00,0,30,00,70,0,1356
13,10,50,40,1,50,20,30,1,60,30,10,0,1293
16,00,50,50,0,50,30,20,0,40,40,20,0,3172
19,25,40,35,0,05,70,25,0,00,95,05,1,1436
22,55,25,20,1,15,05,80,0,70,20,10,0,1279
07,15,75,10,1,25,60,15,1,65,30,05,0,1018
10,00,45,55,0,10,45,45,0,55,05,40,1,2600
13,10,65,25,1,55,20,25,0,70,30,00,1,1681
16,45,50,05,0,00,70,30,1,10,45,45,0,2661
19,35,50,15,0,50,45,05,1,00,90,10,0,1527
02,50,10,40,1,15,65,20,0,00,75,25,0,1024
08,65,15,20,0,80,10,10,0,40,25,35,0,2348
11,00,75,25,0,45,45,10,1,05,90,05,1,2955
14,15,55,30,0,05,60,35,1,00,30,70,0,3343
17,05,65,30,1,15,35,50,0,05,85,10,1,3144
20,35,45,20,1,05,95,00,0,10,45,45,0,1596
02,60,40,00,1,05,80,15,1,35,15,50,1,1020
05,25,60,15,1,45,50,05,1,20,05,75,1,1224
08,65,10,25,1,05,80,15,1,25,25,50,1,1653
11,35,30,35,0,30,10,60,0,45,35,20,1,1882
14,30,50,20,1,80,20,00,1,00,50,50,1,2173
17,45,45,10,1,20,60,20,0,35,45,20,1,3104
20,10,90,00,0,05,75,20,0,05,35,60,1,1298
01,10,30,60,0,00,45,55,0,55,10,35,1,1713
05,15,80,05,0,20,55,25,0,65,30,05,1,1984
08,45,15,40,1,25,20,55,0,05,70,25,1,2587
11,10,60,30,0,25,55,20,0,05,75,20,1,1990
14,60,30,10,0,10,75,15,1,45,50,05,0,2898
17,45,35,20,1,30,25,45,0,20,60,20,0,3630
20,85,05,10,1,75,10,15,1,10,90,00,0,2794
03,20,55,25,0,10,55,35,0,10,60,30,1,1750
06,15,65,20,0,05,55,40,1,20,80,00,1,2111
09,45,25,30,0,55,45,00,1,00,80,20,0,2451
13,15,25,60,0,20,40,40,0,50,35,15,1,1737
16,15,75,10,0,35,65,00,1,00,75,25,1,2287
19,25,55,20,0,10,85,05,1,35,25,40,1,1378
99,10,90,00,1,05,40,55,1,25,20,55,0,1063
03,70,05,25,1,30,30,40,0,10,50,40,1,1649
08,05,80,15,0,05,25,70,1,00,95,05,1,2455
11,00,90,10,1,05,60,35,1,10,50,40,0,2304
14,25,50,25,1,05,90,05,0,05,65,30,0,2783
17,05,85,10,1,10,55,35,0,80,00,20,1,2707
20,20,55,25,0,25,70,05,1,20,65,15,0,1559
02,15,55,30,0,15,45,40,1,30,05,65,1,1737
05,60,05,35,0,25,25,50,1,15,35,50,0,1109
09,10,30,60,0,45,40,15,0,15,75,10,1,2033
12,20,80,00,1,10,55,35,0,25,45,30,0,1679
15,10,55,35,1,55,40,05,0,60,05,35,0,2476
18,20,20,60,1,15,75,10,0,55,05,40,0,1736
21,10,90,00,0,10,25,65,0,40,35,25,1,1280
01,40,10,50,1,30,70,00,1,00,70,30,1,1185
04,50,20,30,0,10,05,85,1,00,55,45,0,2069
07,70,15,15,1,30,65,05,0,05,95,00,1,1232
10,50,40,10,1,45,55,00,0,35,30,35,1,2368
13,70,05,25,0,40,55,05,1,05,80,15,0,1801
16,00,90,10,0,10,85,05,1,35,50,15,0,3660
19,30,55,15,1,50,40,10,1,00,85,15,1,1468
02,45,35,20,1,40,60,00,1,30,45,25,0,1223
13,10,85,05,1,15,30,55,1,00,65,35,1,1169
16,05,70,25,0,10,25,65,1,25,55,20,1,3496
19,40,55,05,1,15,60,25,0,45,30,25,0,1648
08,40,10,50,1,40,00,60,0,30,40,30,0,1091
11,60,35,05,1,15,40,45,0,00,50,50,0,1260
14,60,25,15,1,15,70,15,1,25,15,60,1,1678
17,15,25,60,1,05,45,50,0,10,40,50,1,2165
02,10,60,30,0,10,50,40,0,35,60,05,0,1179
09,15,25,60,1,35,35,30,0,00,95,05,1,1626
12,10,65,25,1,30,20,50,0,15,60,25,0,1317
15,35,35,30,1,00,85,15,1,20,70,10,0,2295
18,60,15,25,0,25,55,20,0,40,50,10,1,1526
21,00,95,05,0,45,55,00,1,20,35,45,1,1328
05,15,35,50,0,05,50,45,0,10,50,40,1,1067
08,00,35,65,0,15,70,15,1,10,75,15,1,1792
11,45,00,55,0,65,10,25,0,10,65,25,1,1277
14,50,15,35,1,20,70,10,0,05,65,30,1,2125
17,15,80,05,0,00,95,05,1,05,85,10,0,1527
20,35,65,00,1,25,60,15,0,40,60,00,1,1440
01,00,55,45,0,65,25,10,0,40,60,00,1,1219
06,35,60,05,1,15,25,60,1,35,55,10,1,1396
09,05,35,60,0,50,35,15,0,60,30,10,1,1986
12,10,00,90,0,50,15,35,0,10,05,85,0,1969
15,20,05,75,1,45,50,05,0,45,25,30,1,2958
18,00,85,15,0,50,25,25,1,05,75,20,0,2208
21,05,85,10,1,50,15,35,0,40,15,45,0,1248
02,00,80,20,0,30,50,20,0,25,45,30,0,1254
05,40,05,55,0,60,25,15,0,10,80,10,0,1571
08,80,00,20,0,35,50,15,1,00,75,25,0,2988
11,10,85,05,0,15,50,35,1,20,60,20,0,3426
14,30,20,50,1,05,55,40,1,20,80,00,0,3711
17,40,60,00,1,05,85,10,1,00,65,35,0,2867
20,10,65,25,1,30,30,40,0,00,65,35,1,2224
01,20,50,30,1,40,40,20,1,75,10,15,1,1299
06,10,40,50,0,20,55,25,0,15,10,75,0,1710
09,30,30,40,0,15,65,20,1,10,80,10,0,1965
12,30,25,45,1,20,30,50,1,15,30,55,1,2127
15,20,40,40,0,20,40,40,1,40,30,30,1,2708
18,60,15,25,0,05,75,20,0,40,55,05,0,1856
21,50,15,35,1,85,05,10,0,70,10,20,0,1132
04,15,70,15,1,45,35,20,1,35,55,10,1,1060
07,20,30,50,1,10,80,10,0,80,05,15,0,2171
10,50,50,00,1,05,75,20,1,35,55,10,1,1489
13,05,75,20,0,55,40,05,1,20,70,10,0,2099
16,05,85,10,1,40,55,05,1,55,20,25,0,2527
19,10,85,05,1,20,10,70,0,30,65,05,0,1583
22,15,85,00,1,65,05,30,1,05,50,45,0,1073
02,00,65,35,0,15,70,15,0,10,65,25,1,1754
06,05,60,35,1,35,35,30,1,15,75,10,0,1515
